document,document_id,source,location,doc_relation,notes,url,content,admin_url
DK 22 (PGPID 626),626,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.","#066, pp.181-183",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/835/change/
T-S 13J9.1 (PGPID 5915),5915,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#067,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/3685/change/
T-S Misc.35.40 (PGPID 1391),1391,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.","#68-69, pp.186-191",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5723/change/
"Moss. I,107.2 (PGPID 5746)",5746,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#070,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1820/change/
T-S 12.146 (PGPID 1617),1617,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.","#71, pp.193-194",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2635/change/
T-S 8J40.8 (PGPID 5982),5982,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#072,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/4892/change/
JTS Schechter 4 (PGPID 5737),5737,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#073,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1767/change/
T-S Misc.35.49 (PGPID 1392),1392,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.","#74, pp.202-204",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5728/change/
T-S 13J9.7 (PGPID 1239),1239,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.","#75, pp.204-205",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/3697/change/
T-S 13J6.3 (PGPID 1178),1178,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.","#76, p. 205",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/3617/change/
L-G Misc. 101 + ENA 4011.75 + L-G Misc. 11 + Bodl. MS heb. e 100/55 (PGPID 5742),5742,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#078,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1794/change/
T-S 8J21.18 + T-S 8J22.5 + T-S 8J21.4 (PGPID 5963),5963,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#079,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/4611/change/
T-S 13J23.7 (PGPID 3355),3355,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#080,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/3385/change/
CUL Or.1080 3.25 (PGPID 5645),5645,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#081,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/626/change/
CUL Or.1081 2.19 (PGPID 5664),5664,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#082,Edition,"Transcription listed on FGP, awaiting digitization on PGP",,None,https://geniza.princeton.edu/admin/footnotes/footnote/791/change/
T-S NS 309.20 (PGPID 6081),6081,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#083,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5848/change/
T-S 8J22.12 (PGPID 5961),5961,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#084,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/4593/change/
T-S 12.780 (PGPID 1696),1696,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#085,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2967/change/
ENA 2594.12 (PGPID 5721),5721,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#086,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/986/change/
Bodl. MS heb. f 56/13–19 (PGPID 5634),5634,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.","#087, 228–34",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/559/change/
T-S 8J21.22 (PGPID 5957),5957,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#088,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/4582/change/
T-S 13J23.5 (PGPID 3353),3353,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#089,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/3381/change/
T-S 18J4.20 (PGPID 5924),5924,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#090,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/3984/change/
T-S 8K1 (PGPID 5986),5986,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#092,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5035/change/
Bodl. MS heb. a 3/24 (PGPID 502),502,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.","#093, p.246",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/171/change/
T-S 12.352 (PGPID 3137),3137,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#094,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/6404/change/
T-S 20.128 (PGPID 1777),1777,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.","#95, pp.254-258",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/4022/change/
T-S 13J21.8 (PGPID 3346),3346,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#096,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/3323/change/
T-S 12.654 (PGPID 4070),4070,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#097,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/6642/change/
T-S 16.36 (PGPID 4083),4083,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#098,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/3872/change/
T-S 13J21.24 (PGPID 3332),3332,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#099,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/3299/change/
T-S 20.175 (PGPID 5928),5928,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#100,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/4045/change/
T-S 20.175 (PGPID 3548),3548,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.","#100, pp.273-277",Edition,verso,,None,https://geniza.princeton.edu/admin/footnotes/footnote/6383/change/
T-S 18J4.13 (PGPID 5923),5923,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#101,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/3977/change/
PER H 33 (PGPID 6127),6127,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#103,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2060/change/
PER H 34 (PGPID 6128),6128,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#104,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2061/change/
T-S 12.515 (PGPID 1678),1678,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#105,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2885/change/
T-S 12.468 (PGPID 5867),5867,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#106,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2864/change/
ENA 3793.7 (PGPID 5693),5693,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#107,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1196/change/
T-S Misc.28.207 (PGPID 6059),6059,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#108,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5686/change/
T-S 13J25.1 (PGPID 3372),3372,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#109,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/3411/change/
T-S 12.383 (PGPID 1662),1662,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#111,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2817/change/
T-S Ar.53.11 (PGPID 1269),1269,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#112,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5202/change/
Bodl. MS heb. d 65/17 (PGPID 2532),2532,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.","#113, pp. 312-319",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/6612/change/
Bodl. MS heb. a 2/11 (PGPID 5585),5585,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#114,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/144/change/
Bodl. MS heb. d 80/43 (PGPID 5619),5619,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#115,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/479/change/
T-S 12.566 (PGPID 3181),3181,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#116,Edition,incorrectly numbered as T-S 12.556,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2902/change/
T-S 12.218 (PGPID 1630),1630,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#117,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2666/change/
ENA 3616.29 (PGPID 5692),5692,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#118,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1177/change/
ENA 2727.19 (PGPID 5678),5678,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#119,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1007/change/
ENA NS I.79 (PGPID 5726),5726,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#120,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1604/change/
T-S 10J11.23 (PGPID 2796),2796,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#120,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2127/change/
T-S 16.266 (PGPID 5916),5916,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#122,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/3816/change/
T-S 12.839 (PGPID 5881),5881,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#123,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2983/change/
JTS Schechter 13 (PGPID 5736),5736,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#124,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1766/change/
T-S 8.265 (PGPID 1838),1838,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.","#125, pp.348-350",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/4277/change/
T-S 12.410 (PGPID 3157),3157,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#126,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2837/change/
T-S 12.133 (PGPID 3099),3099,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.","#128, pp.355-360",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2629/change/
T-S 12.171 (PGPID 1623),1623,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.","#129, pp.360-364",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2645/change/
CUL Or.1080 J248 (PGPID 2268),2268,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.","#130, pp.364-366",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/724/change/
CUL Or.1080 J154 (PGPID 2295),2295,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.","#131, pp.366-367",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/669/change/
T-S 12.282 (PGPID 5853),5853,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#132,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2727/change/
BL OR 5554A.54 + BL OR 5554A.53 (PGPID 9538),9538,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#133,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/99/change/
CUL Or.1080 J291 (PGPID 4010),4010,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#134,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/742/change/
T-S J1.54 (PGPID 6038),6038,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#135,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5487/change/
"Moss. VIII,476.1 + Moss. VIII,476.2 (PGPID 5785)",5785,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#136,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2013/change/
"Moss. VIII,476.2 + Moss. VIII,476.1 (PGPID 5786)",5786,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#136,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2014/change/
CUL Or.1080 J104 (PGPID 32733),32733,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#137,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/638/change/
T-S 10J29.11 (PGPID 2999),2999,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#138,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2448/change/
T-S Misc.25.133 (PGPID 6053),6053,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#139,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5658/change/
CUL Or.1080 J111 (PGPID 5649),5649,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#140,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/644/change/
T-S 10J25.1 (PGPID 2974),2974,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#141,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2404/change/
T-S 8J28.12 (PGPID 5976),5976,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#142,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/4724/change/
T-S 8Ja2 (PGPID 5985),5985,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#143,Edition,"Transcription listed in FGP, awaiting digitization on PGP",,None,https://geniza.princeton.edu/admin/footnotes/footnote/5034/change/
T-S 16.42 (PGPID 1741),1741,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.","#144, pp.409-414",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/3880/change/
T-S 16.64 (PGPID 1746),1746,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.","#145, pp.415-420",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/3895/change/
T-S 13J36.1 (PGPID 1136),1136,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.","#146, pp.420-427",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/3569/change/
T-S NS 338.99 (PGPID 6096),6096,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#147,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5970/change/
Bodl. MS heb. d 65/9 (PGPID 5611),5611,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#148,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/341/change/
Yevr. III B 904 (PGPID 6181),6181,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#149,Edition,"Transcription listed in FGP, awaiting digitization on PGP",,None,https://geniza.princeton.edu/admin/footnotes/footnote/6223/change/
T-S 12.175 (PGPID 1624),1624,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.","#150, pp.439-443",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2647/change/
"Moss. VII,155 (PGPID 7008)",7008,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#151,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1961/change/
T-S 8J28.9 (PGPID 5978),5978,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#152,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/4735/change/
T-S 8J28.9 (PGPID 3766),3766,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#152,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/4734/change/
T-S 12.250 (PGPID 5848),5848,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#153,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2696/change/
T-S 12.25 (PGPID 3110),3110,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#153,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2695/change/
T-S 8J36.2 (PGPID 3815),3815,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#154,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/4796/change/
T-S 12.224 (PGPID 3105),3105,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#155,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2672/change/
CUL Or.1080 J35 (PGPID 4350),4350,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#156,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/748/change/
T-S 13J23.14 (PGPID 3348),3348,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.","#157, pp. 459-462",Edition,mislabeled there as T-S 12 J 23.14,,None,https://geniza.princeton.edu/admin/footnotes/footnote/3365/change/
Bodl. MS heb. d 66/15 (PGPID 2537),2537,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#158,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/360/change/
T-S 12.261 (PGPID 5849),5849,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#159,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2707/change/
T-S 12.262 (PGPID 3114),3114,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.","#160, pp. 470-473",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2709/change/
Bodl. MS heb. d 65/10 (PGPID 5609),5609,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#162,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/331/change/
T-S 10J9.26 (PGPID 1570),1570,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.","#163, pp.480-482",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2587/change/
ENA 2738.19 (PGPID 5680),5680,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#164,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1037/change/
AIU VII.E.0 (PGPID 5558),5558,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#165,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/12/change/
T-S 8.12 (PGPID 1827),1827,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.","#166, pp.485-487",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/4248/change/
DK 246.1 (PGPID 5671),5671,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#167,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/6272/change/
T-S 12.268 (PGPID 5850),5850,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#168,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2711/change/
BL OR 5542.22 (PGPID 5570),5570,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#169,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/68/change/
T-S Misc.20.74 (PGPID 6050),6050,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#170,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5633/change/
T-S 12.223 (PGPID 1632),1632,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.","#171, pp.496-498",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2670/change/
Bodl. MS heb. d 65/5 (PGPID 5610),5610,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#172,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/340/change/
